deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,target,win_probability
D03872,2023-03-07,2023-04-21,rep_11,FinTech,India,Pro,Outbound,Proposal,4211,45,Won,1,0.4848378880543083
D03873,2023-10-22,2024-01-21,rep_20,FinTech,Europe,Core,Referral,Negotiation,19739,91,Lost,0,0.4848382990251079
D03874,2023-03-23,2023-07-03,rep_1,HealthTech,APAC,Enterprise,Partner,Closed,82480,102,Lost,0,0.4489778397123747
D03875,2023-01-06,2023-03-22,rep_9,EdTech,India,Pro,Referral,Proposal,90727,75,Won,1,0.49639987183932927
D03876,2024-01-16,2024-04-21,rep_6,FinTech,APAC,Pro,Inbound,Proposal,19946,96,Lost,0,0.4615039218745672
D03877,2023-11-22,2024-01-14,rep_9,FinTech,Europe,Core,Inbound,Negotiation,19313,53,Lost,0,0.4859244910366671
D03878,2024-01-09,2024-03-06,rep_2,FinTech,North America,Core,Partner,Demo,98217,57,Lost,0,0.5078017214738213
D03879,2024-03-18,2024-06-13,rep_21,Ecommerce,North America,Enterprise,Inbound,Negotiation,2272,87,Won,1,0.4562155389216446
D03880,2024-03-07,2024-04-15,rep_9,FinTech,North America,Core,Inbound,Closed,15100,39,Lost,0,0.49248435494123843
D03881,2023-05-31,2023-06-11,rep_20,Ecommerce,India,Enterprise,Outbound,Proposal,14755,11,Won,1,0.48266796534825873
D03882,2023-06-01,2023-09-09,rep_1,EdTech,Europe,Pro,Referral,Negotiation,13750,100,Lost,0,0.4516909390048282
D03883,2023-08-06,2023-08-30,rep_2,Ecommerce,APAC,Enterprise,Inbound,Closed,5457,24,Won,1,0.46606731089915915
D03884,2023-02-15,2023-04-27,rep_22,EdTech,North America,Enterprise,Inbound,Demo,9749,71,Won,1,0.45748896467158096
D03885,2023-07-08,2023-09-25,rep_1,Ecommerce,North America,Pro,Partner,Proposal,2184,79,Won,1,0.431763964617951
D03886,2023-02-06,2023-05-04,rep_7,FinTech,North America,Enterprise,Outbound,Negotiation,83464,87,Won,1,0.5106738134586819
D03887,2024-02-02,2024-05-24,rep_16,FinTech,Europe,Pro,Partner,Negotiation,9992,112,Won,1,0.44753094835604207
D03888,2023-07-12,2023-07-31,rep_14,EdTech,APAC,Enterprise,Outbound,Closed,12792,19,Won,1,0.460683148638888
D03889,2023-05-09,2023-08-11,rep_25,FinTech,North America,Core,Referral,Closed,7441,94,Won,1,0.4830185080146243
D03890,2023-11-20,2023-12-13,rep_23,HealthTech,India,Enterprise,Partner,Closed,19152,23,Won,1,0.4596826266561115
D03891,2023-10-22,2023-11-09,rep_1,FinTech,APAC,Pro,Partner,Proposal,89503,18,Lost,0,0.49606202543686895
D03892,2024-03-11,2024-06-23,rep_21,EdTech,India,Enterprise,Inbound,Demo,50753,104,Lost,0,0.4726303311702561
D03893,2023-11-26,2024-02-02,rep_19,Ecommerce,Europe,Pro,Inbound,Proposal,14509,68,Lost,0,0.4549858800250345
D03894,2023-06-14,2023-07-22,rep_18,Ecommerce,North America,Pro,Outbound,Qualified,34616,38,Won,1,0.43324203332924605
D03895,2024-03-09,2024-05-23,rep_14,Ecommerce,North America,Enterprise,Inbound,Negotiation,15234,75,Lost,0,0.4653038249875377
D03896,2023-10-29,2023-11-20,rep_11,SaaS,Europe,Core,Referral,Demo,10681,22,Lost,0,0.4772664727895942
D03897,2023-08-11,2023-12-06,rep_11,SaaS,North America,Core,Partner,Negotiation,16699,117,Lost,0,0.42645518004134214
D03898,2024-03-09,2024-06-07,rep_22,EdTech,APAC,Pro,Referral,Qualified,17686,90,Won,1,0.402194905574569
D03899,2023-09-04,2023-12-25,rep_2,HealthTech,APAC,Enterprise,Inbound,Negotiation,8557,112,Lost,0,0.4306619559861488
D03900,2023-12-23,2024-01-09,rep_23,SaaS,APAC,Pro,Partner,Closed,4310,17,Won,1,0.4400723051085358
D03901,2023-03-09,2023-05-02,rep_24,SaaS,APAC,Pro,Partner,Proposal,11546,54,Won,1,0.42593943122326366
D03902,2024-01-11,2024-03-01,rep_7,HealthTech,APAC,Enterprise,Partner,Negotiation,71167,50,Lost,0,0.4573536011029384
D03903,2023-04-05,2023-04-12,rep_25,FinTech,India,Core,Referral,Demo,8432,7,Lost,0,0.5159361396239089
D03904,2024-01-11,2024-03-18,rep_19,EdTech,India,Core,Partner,Negotiation,19579,67,Won,1,0.44509814992784913
D03905,2024-03-06,2024-07-01,rep_14,Ecommerce,North America,Enterprise,Outbound,Demo,7284,117,Won,1,0.45222871071007037
D03906,2024-02-03,2024-04-09,rep_10,HealthTech,APAC,Core,Inbound,Closed,4508,66,Won,1,0.43968718214797997
D03907,2023-09-04,2023-11-27,rep_16,Ecommerce,APAC,Core,Partner,Negotiation,2840,84,Lost,0,0.4259091954897111
D03908,2023-09-09,2023-09-29,rep_13,HealthTech,India,Enterprise,Partner,Qualified,28471,20,Won,1,0.41612446308015716
D03909,2023-01-12,2023-05-08,rep_12,FinTech,North America,Pro,Inbound,Demo,64971,116,Lost,0,0.4951233915438499
D03910,2023-06-28,2023-08-28,rep_5,HealthTech,North America,Pro,Inbound,Closed,82961,61,Lost,0,0.48656855541563865
D03911,2023-01-11,2023-03-26,rep_7,Ecommerce,APAC,Core,Outbound,Demo,3767,74,Won,1,0.44923893186017655
D03912,2024-03-01,2024-05-02,rep_4,SaaS,North America,Core,Referral,Proposal,56530,62,Lost,0,0.4808180675425317
D03913,2023-12-11,2024-02-29,rep_19,EdTech,India,Pro,Inbound,Demo,7003,80,Lost,0,0.45732033466515504
D03914,2023-05-07,2023-05-22,rep_4,EdTech,India,Pro,Partner,Closed,10550,15,Lost,0,0.4572387509163363
D03915,2023-02-19,2023-03-08,rep_12,SaaS,India,Pro,Referral,Qualified,50210,17,Lost,0,0.455454765901447
D03916,2023-11-27,2024-02-16,rep_22,HealthTech,India,Pro,Partner,Closed,3776,81,Won,1,0.43411014470809445
D03917,2023-03-23,2023-06-05,rep_8,EdTech,APAC,Core,Outbound,Negotiation,82133,74,Lost,0,0.47165704661384644
D03918,2023-01-05,2023-04-26,rep_15,SaaS,Europe,Core,Referral,Qualified,3468,111,Lost,0,0.3994014749836777
D03919,2023-03-23,2023-05-14,rep_15,SaaS,Europe,Pro,Partner,Negotiation,4703,52,Won,1,0.4363733509632597
D03920,2023-12-12,2024-03-27,rep_18,Ecommerce,India,Enterprise,Outbound,Negotiation,4015,106,Lost,0,0.45724356141584577
D03921,2024-01-11,2024-03-23,rep_6,SaaS,India,Pro,Outbound,Qualified,55179,72,Lost,0,0.43237336731098625
D03922,2023-09-17,2023-11-25,rep_2,EdTech,North America,Pro,Referral,Qualified,70272,69,Lost,0,0.4409180909242053
D03923,2023-12-27,2024-04-23,rep_11,HealthTech,APAC,Core,Partner,Negotiation,69434,118,Lost,0,0.4345519664937019
D03924,2023-09-06,2023-10-11,rep_1,EdTech,North America,Enterprise,Inbound,Proposal,6208,35,Won,1,0.4571727424081703
D03925,2023-08-24,2023-12-12,rep_23,HealthTech,India,Core,Outbound,Demo,10206,110,Won,1,0.4474594457914052
D03926,2023-08-05,2023-09-27,rep_11,FinTech,North America,Enterprise,Outbound,Proposal,2816,53,Won,1,0.4783857779283835
D03927,2023-07-09,2023-08-11,rep_17,EdTech,APAC,Pro,Referral,Proposal,7420,33,Lost,0,0.4546100312955811
D03928,2024-03-07,2024-04-11,rep_24,FinTech,India,Pro,Outbound,Qualified,2750,35,Lost,0,0.44514867741006875
D03929,2023-02-17,2023-04-22,rep_4,Ecommerce,Europe,Pro,Outbound,Demo,2227,64,Won,1,0.45884213731999146
D03930,2023-05-01,2023-08-22,rep_4,EdTech,Europe,Pro,Outbound,Qualified,7190,113,Lost,0,0.3886704140424585
D03931,2023-02-09,2023-06-01,rep_1,FinTech,India,Core,Outbound,Proposal,6518,112,Lost,0,0.4665785361958077
D03932,2023-09-26,2023-11-20,rep_6,EdTech,North America,Pro,Outbound,Qualified,17724,55,Won,1,0.4120464661286811
D03933,2023-06-24,2023-09-08,rep_23,FinTech,North America,Pro,Partner,Closed,4267,76,Lost,0,0.45951445434721916
D03934,2023-01-27,2023-02-13,rep_20,Ecommerce,North America,Core,Referral,Proposal,34746,17,Lost,0,0.4905297309139074
D03935,2023-07-27,2023-10-18,rep_14,Ecommerce,North America,Pro,Partner,Closed,12489,83,Lost,0,0.4422366671606702
D03936,2023-09-15,2024-01-07,rep_1,EdTech,Europe,Core,Partner,Proposal,10452,114,Lost,0,0.4128542198150018
D03937,2023-07-25,2023-11-19,rep_14,FinTech,India,Pro,Partner,Closed,14337,117,Won,1,0.458726519761889
D03938,2024-03-26,2024-04-15,rep_10,SaaS,North America,Pro,Inbound,Qualified,3305,20,Lost,0,0.4186536580690379
D03939,2023-07-08,2023-09-24,rep_12,Ecommerce,North America,Enterprise,Outbound,Proposal,85433,78,Won,1,0.4889384177905011
D03940,2023-07-25,2023-10-02,rep_24,EdTech,North America,Pro,Partner,Proposal,13342,69,Lost,0,0.430156550389056
D03941,2024-01-18,2024-02-11,rep_17,SaaS,North America,Enterprise,Partner,Qualified,10374,24,Lost,0,0.4055110825434534
D03942,2024-03-10,2024-03-22,rep_22,Ecommerce,Europe,Pro,Partner,Closed,77442,12,Won,1,0.4875433452999332
D03943,2024-03-25,2024-06-19,rep_3,Ecommerce,North America,Pro,Outbound,Proposal,5639,86,Lost,0,0.4486872980860009
D03944,2024-03-23,2024-03-30,rep_21,FinTech,North America,Pro,Inbound,Negotiation,5130,7,Won,1,0.4963517508253786
D03945,2023-05-16,2023-06-20,rep_20,Ecommerce,India,Pro,Inbound,Demo,40206,35,Won,1,0.4940772415670564
D03946,2023-12-16,2023-12-29,rep_1,Ecommerce,India,Core,Inbound,Qualified,15520,13,Won,1,0.4381999859146607
D03947,2023-12-19,2024-04-10,rep_15,Ecommerce,APAC,Core,Partner,Qualified,4849,113,Lost,0,0.372844407382463
D03948,2023-07-08,2023-08-30,rep_2,Ecommerce,India,Pro,Outbound,Negotiation,16674,53,Lost,0,0.4750279501677412
D03949,2023-12-19,2024-01-06,rep_19,FinTech,APAC,Core,Inbound,Proposal,3305,18,Lost,0,0.47556625009385906
D03950,2023-11-22,2024-02-12,rep_24,EdTech,India,Enterprise,Outbound,Demo,13937,82,Lost,0,0.46183730931732686
D03951,2023-04-11,2023-06-11,rep_4,HealthTech,North America,Pro,Partner,Closed,27128,61,Lost,0,0.44370417536082557
D03952,2024-02-18,2024-04-01,rep_18,FinTech,North America,Core,Outbound,Closed,97450,43,Lost,0,0.5272847949326122
D03953,2023-06-25,2023-10-06,rep_4,FinTech,North America,Core,Partner,Negotiation,3057,103,Won,1,0.4498267356874122
D03954,2023-09-09,2023-12-30,rep_24,Ecommerce,Europe,Pro,Inbound,Qualified,42072,112,Lost,0,0.4135292049593229
D03955,2023-04-26,2023-06-19,rep_13,Ecommerce,India,Core,Referral,Qualified,13762,54,Lost,0,0.43534291066752695
D03956,2023-12-28,2024-02-25,rep_24,HealthTech,India,Core,Outbound,Negotiation,65510,59,Won,1,0.48336420702349137
D03957,2024-02-04,2024-03-28,rep_2,SaaS,Europe,Core,Partner,Demo,5077,53,Won,1,0.43863523712925245
D03958,2024-03-23,2024-05-04,rep_1,SaaS,India,Enterprise,Referral,Proposal,70752,42,Won,1,0.502194503279825
D03959,2024-02-24,2024-03-28,rep_7,EdTech,North America,Core,Inbound,Closed,7320,33,Lost,0,0.46223632542835247
D03960,2023-11-24,2023-12-01,rep_8,SaaS,Europe,Core,Inbound,Proposal,58387,7,Won,1,0.4843816600016004
D03961,2023-05-22,2023-07-23,rep_20,Ecommerce,North America,Pro,Partner,Closed,7747,62,Won,1,0.4459965250277619
D03962,2023-10-17,2024-02-11,rep_10,EdTech,India,Enterprise,Inbound,Qualified,68885,117,Lost,0,0.4265788093320915
D03963,2023-11-22,2024-03-14,rep_1,HealthTech,India,Enterprise,Inbound,Negotiation,11974,113,Lost,0,0.44833611202565415
D03964,2023-03-23,2023-07-16,rep_22,FinTech,APAC,Enterprise,Inbound,Qualified,4153,115,Lost,0,0.41064055311550196
D03965,2024-03-13,2024-04-04,rep_16,HealthTech,North America,Enterprise,Partner,Proposal,13370,22,Lost,0,0.44407469817681466
D03966,2023-04-03,2023-06-11,rep_11,FinTech,India,Core,Partner,Closed,5135,69,Won,1,0.4676532166349842
D03967,2023-06-11,2023-07-16,rep_3,EdTech,APAC,Core,Inbound,Proposal,38354,35,Won,1,0.4578935700487845
D03968,2023-04-07,2023-05-26,rep_17,Ecommerce,APAC,Core,Partner,Closed,9320,49,Won,1,0.4395671667493933
D03969,2023-03-04,2023-04-06,rep_3,SaaS,North America,Pro,Inbound,Proposal,35776,33,Lost,0,0.4708086939157322
D03970,2024-02-25,2024-04-09,rep_21,FinTech,APAC,Enterprise,Partner,Proposal,19684,44,Won,1,0.4604639487433587
D03971,2023-02-04,2023-03-25,rep_14,SaaS,Europe,Pro,Partner,Negotiation,6945,49,Won,1,0.4381865473395845
D03972,2023-08-18,2023-09-22,rep_22,EdTech,Europe,Core,Inbound,Demo,25510,35,Lost,0,0.46810907645971467
D03973,2023-07-12,2023-07-25,rep_5,EdTech,North America,Core,Referral,Qualified,14741,13,Won,1,0.4316974035403841
D03974,2023-04-16,2023-07-10,rep_18,FinTech,Europe,Pro,Referral,Proposal,37944,85,Lost,0,0.48905882641448983
D03975,2023-10-24,2023-12-06,rep_22,HealthTech,North America,Enterprise,Partner,Proposal,12873,43,Lost,0,0.43802287589155714
D03976,2024-01-14,2024-03-01,rep_25,FinTech,APAC,Core,Partner,Closed,12586,47,Lost,0,0.4605008524371597
D03977,2023-02-25,2023-04-10,rep_20,SaaS,India,Pro,Outbound,Negotiation,34128,44,Won,1,0.4785878491262039
D03978,2023-05-03,2023-08-04,rep_7,HealthTech,Europe,Enterprise,Outbound,Demo,11251,93,Lost,0,0.4462715282582871
D03979,2023-02-23,2023-05-25,rep_24,HealthTech,India,Core,Partner,Closed,2033,91,Lost,0,0.43013737100699456
D03980,2023-01-03,2023-01-13,rep_17,EdTech,India,Core,Referral,Negotiation,16950,10,Lost,0,0.4874686000487338
D03981,2023-11-30,2023-12-26,rep_20,Ecommerce,India,Core,Referral,Closed,15603,26,Won,1,0.4929463528274453
D03982,2023-09-15,2023-09-25,rep_25,SaaS,Europe,Core,Outbound,Closed,5977,10,Won,1,0.4667941416673135
D03983,2024-03-13,2024-03-25,rep_6,EdTech,India,Pro,Inbound,Closed,99784,12,Lost,0,0.5159280561170456
D03984,2023-11-20,2024-02-22,rep_1,SaaS,India,Core,Referral,Qualified,2813,94,Lost,0,0.4130053376414745
D03985,2023-08-24,2023-11-06,rep_14,SaaS,India,Core,Inbound,Qualified,86255,74,Lost,0,0.4456389999763672
D03986,2023-07-13,2023-10-27,rep_16,SaaS,North America,Pro,Outbound,Demo,5268,106,Lost,0,0.44508519301648986
D03987,2023-07-09,2023-08-06,rep_14,SaaS,North America,Enterprise,Referral,Qualified,62274,28,Lost,0,0.45414465052835934
D03988,2023-11-02,2023-11-26,rep_15,FinTech,Europe,Core,Inbound,Closed,9652,24,Won,1,0.49096416677475385
D03989,2023-10-13,2023-10-27,rep_12,EdTech,APAC,Enterprise,Referral,Closed,20574,14,Lost,0,0.4755853476857594
D03990,2023-10-10,2023-12-29,rep_14,EdTech,India,Enterprise,Referral,Proposal,4225,80,Won,1,0.4593066047477857
D03991,2024-01-12,2024-04-09,rep_22,SaaS,North America,Pro,Referral,Qualified,2490,88,Won,1,0.40886351546139277
D03992,2024-01-18,2024-04-27,rep_21,EdTech,Europe,Enterprise,Inbound,Negotiation,99408,100,Won,1,0.4829020228285113
D03993,2023-09-29,2023-12-08,rep_6,EdTech,Europe,Pro,Inbound,Closed,19513,70,Lost,0,0.45442088040670003
D03994,2023-03-06,2023-05-05,rep_3,EdTech,APAC,Pro,Inbound,Proposal,6308,60,Lost,0,0.43728674112164206
D03995,2023-05-01,2023-07-27,rep_4,Ecommerce,APAC,Pro,Outbound,Demo,19704,87,Lost,0,0.4530816841744526
D03996,2023-05-19,2023-07-26,rep_4,Ecommerce,Europe,Pro,Outbound,Demo,4257,68,Lost,0,0.458619507511261
D03997,2024-01-05,2024-04-24,rep_5,FinTech,APAC,Core,Referral,Negotiation,18103,110,Won,1,0.47168578802285627
D03998,2023-09-24,2023-11-05,rep_15,Ecommerce,APAC,Pro,Referral,Proposal,5284,42,Lost,0,0.46049966256230057
D03999,2023-03-13,2023-04-03,rep_14,EdTech,Europe,Pro,Partner,Proposal,86977,21,Lost,0,0.4726685382381199
D04000,2023-12-06,2024-03-31,rep_15,HealthTech,Europe,Enterprise,Inbound,Negotiation,13473,116,Won,1,0.4386796633036417
D04001,2023-08-26,2023-09-22,rep_2,Ecommerce,North America,Core,Partner,Proposal,81889,27,Won,1,0.48098402481226615
D04002,2024-02-01,2024-03-12,rep_18,Ecommerce,Europe,Core,Outbound,Demo,77447,40,Won,1,0.49850536748400204
D04003,2024-02-16,2024-03-19,rep_5,EdTech,APAC,Pro,Referral,Demo,17925,32,Lost,0,0.4683662378028273
D04004,2023-04-06,2023-06-24,rep_13,EdTech,India,Pro,Inbound,Proposal,5528,79,Won,1,0.4481432357969228
D04005,2023-10-14,2023-11-29,rep_14,HealthTech,India,Core,Partner,Demo,60030,46,Won,1,0.46988216321465914
D04006,2023-01-03,2023-04-02,rep_14,EdTech,India,Enterprise,Inbound,Negotiation,2428,89,Won,1,0.45261315453876944
D04007,2023-10-27,2024-02-13,rep_1,FinTech,North America,Pro,Referral,Qualified,24752,109,Won,1,0.43799998814970337
D04008,2023-07-02,2023-10-23,rep_2,FinTech,North America,Pro,Partner,Demo,13061,113,Lost,0,0.45473636168645776
D04009,2024-03-13,2024-05-10,rep_1,EdTech,Europe,Enterprise,Outbound,Demo,59074,58,Won,1,0.47900595971733884
D04010,2023-06-24,2023-09-24,rep_2,Ecommerce,Europe,Core,Inbound,Demo,79998,92,Lost,0,0.48565998642263614
D04011,2023-07-30,2023-09-25,rep_2,SaaS,India,Core,Inbound,Negotiation,5275,57,Won,1,0.462363634259779
D04012,2024-02-21,2024-05-01,rep_12,FinTech,North America,Pro,Partner,Demo,20121,70,Won,1,0.469902229725832
D04013,2023-04-01,2023-04-26,rep_21,EdTech,India,Pro,Outbound,Closed,12214,25,Lost,0,0.4726900843928809
D04014,2023-08-09,2023-11-10,rep_16,Ecommerce,APAC,Core,Inbound,Proposal,4917,93,Lost,0,0.4363492989610799
D04015,2023-07-30,2023-08-07,rep_23,SaaS,India,Pro,Partner,Demo,19487,8,Won,1,0.46751392974455125
D04016,2023-11-03,2024-01-30,rep_2,EdTech,North America,Enterprise,Partner,Demo,93895,88,Lost,0,0.4717744322404934
D04017,2023-06-15,2023-07-12,rep_13,EdTech,Europe,Core,Outbound,Qualified,6336,27,Lost,0,0.41112157702750934
D04018,2023-11-18,2023-12-12,rep_8,HealthTech,Europe,Enterprise,Partner,Proposal,15503,24,Lost,0,0.44117475221601615
D04019,2023-06-26,2023-09-27,rep_10,Ecommerce,India,Core,Partner,Qualified,57010,93,Lost,0,0.4163177460648479
D04020,2023-11-22,2024-02-18,rep_7,EdTech,North America,Enterprise,Inbound,Closed,7893,88,Lost,0,0.4502371327618076
D04021,2023-07-29,2023-10-01,rep_19,Ecommerce,APAC,Pro,Outbound,Closed,7399,64,Lost,0,0.452395920359849
D04022,2023-11-11,2024-01-22,rep_5,FinTech,Europe,Enterprise,Outbound,Proposal,12057,72,Won,1,0.47382920195666123
D04023,2023-08-05,2023-09-26,rep_17,SaaS,North America,Core,Partner,Proposal,6951,52,Lost,0,0.43426002581569223
D04024,2023-11-26,2024-01-18,rep_24,EdTech,Europe,Pro,Partner,Closed,17304,53,Lost,0,0.4401177583327277
D04025,2023-07-13,2023-09-02,rep_9,EdTech,North America,Enterprise,Referral,Demo,10414,51,Lost,0,0.47277218695498047
D04026,2023-12-21,2023-12-31,rep_19,EdTech,APAC,Core,Partner,Demo,2164,10,Lost,0,0.4396525989420275
D04027,2023-08-19,2023-11-03,rep_24,Ecommerce,Europe,Enterprise,Inbound,Qualified,62748,76,Lost,0,0.4350495653429243
D04028,2023-03-21,2023-06-02,rep_10,HealthTech,North America,Enterprise,Inbound,Negotiation,7219,73,Won,1,0.45118216209629125
D04029,2023-06-13,2023-07-22,rep_25,Ecommerce,India,Core,Referral,Demo,86220,39,Won,1,0.5223713896452645
D04030,2023-01-30,2023-03-25,rep_21,Ecommerce,Europe,Pro,Outbound,Qualified,68631,54,Lost,0,0.44042056107930116
D04031,2023-04-05,2023-06-07,rep_11,Ecommerce,Europe,Core,Referral,Negotiation,4091,63,Won,1,0.46668046433523097
D04032,2023-11-07,2024-01-20,rep_24,HealthTech,India,Enterprise,Referral,Closed,83080,74,Won,1,0.501356622051859
D04033,2023-09-11,2023-12-11,rep_20,Ecommerce,Europe,Pro,Inbound,Closed,45010,91,Won,1,0.46917326946219295
D04034,2024-02-20,2024-05-03,rep_18,HealthTech,APAC,Pro,Outbound,Closed,34107,73,Won,1,0.4505341155750646
D04035,2023-09-27,2023-10-25,rep_12,FinTech,APAC,Enterprise,Partner,Negotiation,3202,28,Won,1,0.46364127622813234
D04036,2023-03-26,2023-06-02,rep_21,EdTech,Europe,Core,Outbound,Proposal,5656,68,Lost,0,0.44066882496472004
D04037,2023-02-06,2023-05-06,rep_16,EdTech,India,Core,Referral,Proposal,47939,89,Won,1,0.4729991662963808
D04038,2024-01-19,2024-02-07,rep_1,FinTech,North America,Core,Referral,Qualified,5108,19,Lost,0,0.45397435996483626
D04039,2023-09-28,2023-11-28,rep_2,FinTech,APAC,Core,Outbound,Negotiation,66763,61,Won,1,0.497004160378301
D04040,2023-06-16,2023-07-22,rep_20,FinTech,APAC,Core,Referral,Qualified,7339,36,Lost,0,0.43991659823347384
D04041,2024-03-03,2024-04-28,rep_22,HealthTech,India,Pro,Referral,Closed,10795,56,Lost,0,0.47162061741243827
D04042,2024-02-01,2024-03-02,rep_3,FinTech,APAC,Core,Partner,Demo,19080,30,Won,1,0.46983181832294835
D04043,2024-01-24,2024-05-11,rep_15,SaaS,Europe,Enterprise,Inbound,Proposal,10195,108,Won,1,0.43796047636639357
D04044,2023-06-08,2023-10-03,rep_19,SaaS,India,Enterprise,Partner,Qualified,18717,117,Lost,0,0.38997974848512423
D04045,2023-06-11,2023-09-12,rep_22,HealthTech,APAC,Core,Outbound,Proposal,43043,93,Lost,0,0.4413411097849089
D04046,2024-01-28,2024-04-07,rep_22,Ecommerce,APAC,Core,Referral,Demo,9219,70,Won,1,0.46277867079220275
D04047,2023-01-31,2023-03-20,rep_1,HealthTech,North America,Enterprise,Referral,Qualified,6437,48,Lost,0,0.4197587102209474
D04048,2023-08-20,2023-09-12,rep_9,EdTech,India,Pro,Inbound,Proposal,5906,23,Lost,0,0.4639633158647733
D04049,2023-11-14,2024-01-12,rep_24,EdTech,North America,Enterprise,Partner,Qualified,7965,59,Lost,0,0.3924481931773174
D04050,2023-05-01,2023-06-11,rep_11,Ecommerce,India,Enterprise,Partner,Proposal,8016,41,Lost,0,0.4537390659332828
D04051,2023-08-25,2023-10-18,rep_7,HealthTech,India,Pro,Partner,Negotiation,67546,54,Won,1,0.46856255296740357
D04052,2023-02-12,2023-05-27,rep_1,HealthTech,Europe,Core,Inbound,Closed,15097,104,Won,1,0.4407727606854985
D04053,2023-11-10,2024-02-25,rep_23,Ecommerce,North America,Pro,Inbound,Proposal,5491,107,Won,1,0.4434331037257373
D04054,2024-03-04,2024-04-28,rep_11,HealthTech,APAC,Core,Inbound,Qualified,4739,55,Lost,0,0.39492291303983446
D04055,2023-09-09,2023-12-15,rep_2,SaaS,India,Core,Partner,Demo,39520,97,Lost,0,0.45100601255255185
D04056,2024-03-20,2024-04-03,rep_20,FinTech,Europe,Pro,Referral,Negotiation,2413,14,Lost,0,0.499276569908152
D04057,2023-01-30,2023-03-20,rep_21,Ecommerce,India,Enterprise,Referral,Closed,9940,49,Lost,0,0.48709833996111185
D04058,2023-12-12,2024-01-13,rep_19,SaaS,India,Enterprise,Inbound,Qualified,12670,32,Won,1,0.4281802346732864
D04059,2023-10-09,2023-12-14,rep_17,HealthTech,North America,Enterprise,Referral,Closed,5442,66,Won,1,0.46287403567441
D04060,2023-10-05,2023-12-17,rep_17,HealthTech,APAC,Core,Referral,Closed,93817,73,Won,1,0.48656777131798007
D04061,2023-06-28,2023-09-22,rep_6,Ecommerce,APAC,Enterprise,Outbound,Negotiation,90502,86,Won,1,0.4845379687862718
D04062,2023-12-23,2024-01-28,rep_9,Ecommerce,APAC,Enterprise,Partner,Proposal,2292,36,Won,1,0.43611958533232154
D04063,2023-01-09,2023-01-30,rep_24,FinTech,North America,Pro,Referral,Demo,11540,21,Lost,0,0.5075546689670049
D04064,2023-08-17,2023-11-29,rep_18,HealthTech,APAC,Pro,Partner,Demo,22328,104,Lost,0,0.4211571099580684
D04065,2023-11-08,2024-02-05,rep_14,EdTech,North America,Enterprise,Partner,Qualified,18497,89,Lost,0,0.38886028047339377
D04066,2023-12-10,2024-03-07,rep_14,HealthTech,India,Enterprise,Inbound,Closed,18824,88,Won,1,0.4594979332180204
D04067,2024-02-12,2024-03-18,rep_17,FinTech,Europe,Pro,Inbound,Qualified,18014,35,Won,1,0.44302627051951077
D04068,2023-01-14,2023-02-25,rep_10,SaaS,APAC,Core,Partner,Proposal,8789,42,Lost,0,0.42760258699711134
D04069,2023-12-16,2024-04-04,rep_9,HealthTech,India,Enterprise,Inbound,Closed,4691,110,Lost,0,0.4471245858382317
D04070,2024-03-19,2024-06-24,rep_20,FinTech,North America,Enterprise,Referral,Closed,18194,97,Lost,0,0.4900975085039871
D04071,2023-12-14,2023-12-27,rep_14,Ecommerce,India,Core,Inbound,Qualified,9189,13,Lost,0,0.43542956676565414
D04072,2023-09-02,2023-12-15,rep_14,Ecommerce,North America,Enterprise,Inbound,Qualified,3246,104,Lost,0,0.4048304575527009
D04073,2023-06-25,2023-10-04,rep_9,SaaS,India,Pro,Partner,Qualified,17082,101,Lost,0,0.39101553502274106
D04074,2023-12-26,2024-03-03,rep_3,EdTech,North America,Enterprise,Referral,Demo,2055,68,Won,1,0.4642995390301763
D04075,2023-02-17,2023-04-22,rep_22,EdTech,APAC,Enterprise,Referral,Demo,6574,64,Won,1,0.45705956103628476
D04076,2023-08-03,2023-09-12,rep_17,HealthTech,Europe,Pro,Inbound,Proposal,55452,40,Lost,0,0.46977511572529573
D04077,2023-11-03,2024-01-22,rep_9,SaaS,Europe,Core,Referral,Demo,2082,80,Won,1,0.4571919035274056
D04078,2024-01-20,2024-03-29,rep_10,HealthTech,India,Enterprise,Outbound,Closed,8898,69,Lost,0,0.4597689281743866
D04079,2023-05-01,2023-07-25,rep_9,SaaS,Europe,Core,Outbound,Proposal,4952,85,Lost,0,0.4382899775305963
D04080,2023-09-25,2023-12-22,rep_20,EdTech,North America,Enterprise,Partner,Negotiation,13133,88,Won,1,0.43336025142074946
D04081,2024-03-21,2024-04-10,rep_7,Ecommerce,APAC,Core,Outbound,Demo,6470,20,Won,1,0.46553330579824725
D04082,2023-11-09,2024-01-18,rep_22,HealthTech,Europe,Pro,Outbound,Demo,13236,70,Won,1,0.45089195331300036
D04083,2023-05-09,2023-08-13,rep_19,Ecommerce,APAC,Pro,Outbound,Negotiation,65801,96,Won,1,0.4680822301873948
D04084,2023-10-10,2023-10-17,rep_23,EdTech,APAC,Pro,Inbound,Negotiation,3824,7,Lost,0,0.4569063366979304
D04085,2023-06-06,2023-09-21,rep_6,SaaS,India,Core,Partner,Closed,12794,107,Lost,0,0.4348195017777914
